34,3635,2527,3068,2208,3534.
695,6,329,827,300,937,264,366.
789,85,132,563,3,33,856,50.
427,230,256,863,410,19,672,671.
71,8,457,61,793,924,492,909.
209,230,683,956,116,881,820,52.
337,888,523,295,546,835,176,269.
974,135,417,74,585,179,450,464.
11,480,621,486,814,1,940,495.
615,681,889,525,850,661,265,196.
612,289,317,634,139,287,577,91.
985,521,630,136,257,892,439,431.
353,615,315,65,385,324,358,798.
286,653,866,367,193,207,19,266.
289,54,479,593,837,74,735,758.
366,741,635,37,776,922,751,613.
791,646,231,733,89,397,553,899.
909,713,849,169,70,402,482,486.
647,413,397,774,5,650,661,905.
423,435,259,285,721,818,250,794.
242,802,67,32,202,320,270,855.
992,218,431,425,733,157,11,65.
336,105,311,853,808,292,795,418.
586,371,386,29,466,84,237,498.
91,551,380,236,689,335,314,554.
823,611,318,288,499,376,984,23.
209,395,200,237,677,902,939,687.
637,56,339,741,527,615,174,837.
87,520,745,87,629,69,171,816.
956,228,317,11,560,620,1,314.
950,14,202,7,939,649,875,711.
899,980,136,793,863,26,106,805.
931,252,973,56,749,440,283,49.
57,657,652,950,584,47,39,901.
100,237,169,439,845,822,34,522.
414,942,503,291,82,836,672,599.
332,874,863,649,234,96,756,507.
198,997,821,640,127,728,124,795.
229,320,825,693,112,908,241,521.
398,34,59,10,625,223,52,634.
682,407,988,42,277,995,451,600.
811,810,907,3,501,295,180,207.
527,215,593,504,8,113,597,354.
905,619,544,273,952,452,301,671.
461,413,247,312,562,375,508,36.
893,847,245,179,846,82,650,270.
555,594,572,691,270,531,872,866.
86,414,172,819,560,863,609,323.
953,977,894,183,870,33,691,913.
549,818,544,330,2,533,671,12.
738,22,241,486,976,578,738,448.
686,100,698,670,156,812,275,361.
299,390,826,22,831,89,335,865.
284,240,747,824,825,360,70,808.
718,671,391,979,636,272,334,224.
576,942,107,722,612,914,286,888.
623,741,72,414,349,928,457,900.
201,178,332,141,606,278,166,372.
2578,3036,2440,3356,3805,3576,2063,2862.
3849,2953,3399,3683,3720,3035,2640,2360.
2616,2221,2386,2052,2187,2943,2661,3597.
3302,2394,3522,2282,2274,2264,2173,3488.
3781,2449,2622,3840,4009,2422,2315,2895.
3455,2033,3775,3177,3180,3372,2731,3938.
2894,4022,2569,2430,2968,2083,4006,4056.
2648,2122,2882,2491,3303,3273,3516,2634.
2775,2161,2716,3753,2661,3203,2999,3725.
3594,3158,3993,2105,3195,3648,3545,2413.
2929,3792,3800,2033,2461,2863,2775,3218.
2974,2009,3836,2760,2852,2629,3783,2810.
2896,3987,2009,3017,3325,2609,2880,3628.
2286,2184,3766,2734,2913,2771,2603,2540.
2124,2960,2290,2638,3204,3943,3154,2026.
3382,3391,3607,3563,3164,3767,3527,3598.
2067,2334,3729,2850,2547,3629,3525,3599.
3148,2327,2865,2426,2027,2697,2468,2065.
2365,3811,2598,3753,2792,3606,3727,2508.
2573,4068,3755,2236,2088,2673,2443,2032.
3261,3403,2933,3914,3974,3159,2367,3162.
2429,2581,2813,2128,2079,2685,2344,3455.
3217,2767,2533,3340,2647,3833,2654,2845.
3610,3837,3452,2138,2204,2284,2906,3989.
3756,2810,4091,3175,3985,3676,2671,3497.
3488,3056,3357,3666,2041,2865,2593,2170.
3306,3659,2921,2524,2070,3655,3753,3234.
3827,4089,3716,2325,2808,3687,2283,3981.
3104,2355,4058,2951,4062,3671,2222,2017.
2720,3691,2390,3387,3304,2918,3897,3253.
3124,2693,2673,3006,3795,3662,3870,3268.
3453,3118,3975,2160,3368,3669,3728,3131.
2562,2283,2025,2525,3828,3315,3457,2842.
3440,2453,2860,3895,2602,3536,4039,2142.
3279,2712,2906,2214,3466,2169,2891,3107.
2884,4036,2489,3844,2474,2000,2535,2515.
3349,2403,2222,3354,2258,3399,2227,2605.
3546,3946,2860,2281,2751,3280,3080,3581.
2653,3241,3442,2511,2483,3408,3622,2633.
3098,2229,3393,3074,4032,3315,2356,2484.
2585,2356,2581,2251,2238,2759,2058,3093.
3091,2902,3862,2579,2441,3914,4091,3401.
2771,3295,3232,2830,2216,3235,3286,2399.
3543,2633,2201,2958,3381,2294,2103,2746.
2056,3554,2710,3354,2377,3693,3981,3326.
3048,3209,3003,4051,3727,2755,3354,2010.
2687,4093,3129,3577,2539,2325,2772,2545.
3324,3814,3734,2189,3964,2926,2423,3090.
2048,2809,3467,3180,2061,2670,2426,2445.
2592,2373,3259,3504,2298,3611,2328,2489.
2089,3438,2201,3691,3412,2728,3663,2058.
4013,3909,2412,3152,3527,2469,3897,2704.
3078,2902,4023,3973,3100,2698,3883,2196.
4016,3455,3987,3357,3912,2747,2794,3729.
2163,2666,2828,2087,2368,2585,2859,3885.
2845,3662,3184,3806,2409,2393,3766,3210.
3647,2714,2147,3625,2457,2852,3521,4031.
3046,3053,3499,2700,2601,3464,3667,2771.
2579,3638,2736,2393,3423,3391,3850,2006.
3179,3527,2409,2490,4011,2755,2317,2606.
2590,2779,3339,2918,3617,3440,3772,2578.
3721,3206,4087,3610,3349,3508,2738,2080.
3772,4037,2360,3766,3482,2263,3175,2757.
3148,3704,4032,2342,2953,2117,3434,2450.
3668,3139,3445,3863,3184,3579,2880,2931.
3998,2708,2593,3657,4080,2735,2021,3014.
3927,3692,2602,3971,3150,3945,3937,2094.
2141,3395,3380,2521,3020,2695,2939,3429.
3777,3286,4037,2966,2834,3178,3983,3771.
3265,2705,2819,3465,3835,3249,3847,2258.
3960,2630,3384,2330,2362,2269,3232,3899.
3592,3224,2988,2247,2469,3344,3446,3919.
2826,3609,3507,2171,2196,2309,3082,2816.
2093,3002,3378,2756,2512,2913,2603,3142.
2636,2107,3817,3480,3963,3546,3006,3911.
2401,2146,2299,3067,3348,3914,3619,3963.
3785,3746,3767,2536,2533,2968,3632,2377.
3371,3042,2056,2511,3791,2109,2454,2191.
2347,2933,3718,2366,2486,3846,3874,2167.
2291,3776,3922,2019,4057,3630,3228,3767.
3698,3753,2949,2690,2126,3474,2668,3165.
3028,3351,3571,3293,2597,3001,4073,2131.
2715,3126,3983,2713,3693,3549,3247,3534.
3709,2759,2739,3416,3830,2295,3887,2563.
2788,2420,2435,3715,2442,3230,2501,3768.
2316,3159,2370,3058,3308,2320,2593,2242.
2331,2844,3342,3172,3630,2676,3031,2307.
2114,3213,2391,2527,2306,3366,2196,3729.
3149,3969,2086,3995,2946,3529,3120,2217.
3386,3650,3280,2522,3116,2153,2623,2651.
2828,3330,2011,3523,3336,3911,2562,3542.
3351,2792,3521,3541,3960,3577,2809,2891.
3208,4015,3997,4015,3318,2691,2511,2716.
3286,3784,2964,2170,3999,4038,2379,2318.
3850,2141,3118,2411,2171,2105,3797,2162.
3430,2195,3696,3400,3704,3746,3718,3859.
3661,4072,3074,2796,3027,3840,2928,3841.
3303,4044,2322,3749,2301,3884,2923,3924.
3861,2702,4062,2994,2882,2980,3198,3727.
2441,2134,2568,3990,2260,2311,3083,3704.
766,275,491,429,188,784,193,913.
76,967,178,892,315,236,200,110.
907,325,806,891,913,251,977,684.
718,782,232,78,918,38,828,578.
744,323,66,521,687,467,351,497.
253,309,520,18,251,861,852,436.
153,644,954,602,843,762,982,237.
759,572,630,894,71,188,866,613.
942,611,26,26,249,9,289,990.
793,27,335,383,697,152,165,818.
354,361,671,164,494,737,237,511.
596,827,239,527,882,569,666,288.
307,231,179,502,485,775,817,864.
832,61,903,462,79,807,489,872.
891,439,722,38,94,250,825,566.
300,769,674,454,302,129,660,107.
985,984,584,432,257,329,914,211.
710,955,438,430,20,504,487,988.
185,561,124,389,86,186,441,731.
131,750,819,701,598,587,353,122.
437,417,724,875,391,933,656,452.
507,189,557,125,662,430,583,140.
327,604,689,156,524,368,315,707.
655,97,532,881,231,553,368,991.
501,508,517,509,73,100,495,562.
267,199,676,983,73,799,787,780.
399,513,757,791,547,332,122,377.
141,256,780,335,424,133,398,760.
107,621,372,592,541,804,642,157.
776,249,170,673,4,474,288,520.
83,633,986,502,44,475,976,456.
368,868,783,105,962,69,861,911.
266,49,343,557,271,748,260,426.
919,974,201,372,309,8,275,784.
453,22,19,391,927,785,174,927.
847,818,960,298,816,110,314,597.
162,420,963,205,97,666,194,297.
104,626,251,978,469,652,573,492.
532,742,18,721,668,835,645,430.
128,409,35,797,640,383,453,979.
470,320,546,401,710,235,83,363.
293,973,742,838,63,230,983,948.
402,73,536,800,768,987,203,363.
76,370,386,266,335,613,240,610.
420,682,241,332,947,723,135,952.
446,602,66,759,948,337,891,567.
59,217,631,130,985,885,789,103.
500,878,385,562,735,123,443,290.
519,459,783,946,111,431,279,173.
893,801,339,285,633,985,172,610.
77,680,245,329,797,190,161,291.
940,42,918,241,849,192,505,133.
235,979,554,879,446,674,13,753.
306,901,817,104,750,318,414,800.
976,972,185,204,204,799,409,629.
653,449,847,280,512,621,174,587.
696,921,869,799,884,769,632,299.
384,848,575,790,511,282,836,774.
919,69,322,780,157,236,437,796.
905,397,983,509,239,405,219,292.
669,284,66,653,557,639,916,745.
117,139,650,112,455,440,463,84.
373,414,189,941,340,608,318,85.
433,5,231,43,691,765,780,182.
860,530,668,886,831,185,27,532.
243,542,669,750,984,612,788,495.
575,479,175,283,680,698,959,825.
830,967,666,73,154,312,716,291.
167,225,425,494,480,937,739,428.
259,238,95,58,568,345,927,559.
275,965,45,68,474,68,85,374.
994,720,356,95,47,279,615,677.
848,141,660,604,810,153,968,342.
292,230,110,826,813,401,274,973.
702,508,441,23,352,236,510,168.
385,868,475,426,817,138,768,653.
346,959,236,926,108,767,444,672.
968,91,472,987,455,917,366,192.
450,164,824,695,438,562,434,234.
113,115,803,449,969,44,430,697.
316,746,646,261,433,187,345,798.
750,803,890,49,652,959,404,183.
454,513,381,489,44,482,384,738.
127,585,728,275,611,327,461,443.
131,66,859,416,179,902,927,656.
186,816,242,859,125,729,365,258.
666,869,688,846,196,227,107,476.
885,902,756,584,231,825,730,375.
210,634,400,271,86,27,787,879.
724,143,914,816,571,811,758,565.
643,593,997,946,636,29,358,124.
535,94,576,511,982,170,384,161.
296,550,544,564,514,871,107,88.
475,643,509,431,666,599,579,32.
362,210,977,362,234,643,418,423.
867,129,819,581,12,587,27,600.
675,583,723,147,180,707,147,661.
276,370,256,997,19,60,942,701.
56,671,292,974,796,836,210,261.
315,195,249,265,783,608,726,113.
2562,2983,4001,4065,2306,3284,2817,3387.
3584,2382,3470,3277,2307,2419,3129,2179.
2707,4055,3031,3958,3342,3829,2430,2971.
3030,3384,2772,2523,3249,2259,4025,3172.
3761,3491,2442,2004,3538,4092,3274,2016.
3448,2157,4076,3648,2950,3993,2412,3905.
2272,3256,2690,2544,2600,3571,4012,3629.
3007,2138,4015,2335,2307,3680,2379,3961.
2098,2799,2778,3292,3942,2070,3000,2417.
3868,3530,3290,3601,3473,3059,3087,3655.
3885,3518,3270,3037,3243,3188,2868,3981.
3345,3876,2204,4010,3585,2228,3487,2209.
2904,3491,2935,2566,3276,2679,3446,4022.
2519,3534,2582,3360,2654,3682,2766,3939.
2740,3128,3943,3744,2668,3396,3020,2709.
4002,3117,2428,2212,2979,3292,2130,2297.
3201,2435,2367,3814,2981,3076,3109,3259.
3107,2063,2926,3153,2354,2630,3216,3620.
3044,2156,2863,3767,2265,3885,2477,3680.
2641,3782,2626,2797,3852,2984,2204,2368.
2445,3360,3734,2751,3900,2130,2946,2426.
4024,3039,2485,2788,3491,3790,2228,3183.
3486,3456,2347,4061,2078,3736,2945,3282.
3948,3707,2768,2735,2503,3501,3758,2205.
2187,2464,3090,2099,4046,3766,2202,3834.
2649,3241,2553,2254,3184,3593,2502,2446.
3942,3443,2910,3132,2386,2592,2257,4027.
2177,4088,3500,4001,3110,3163,4004,2461.
2774,3778,2912,2669,2586,2885,2152,3830.
3564,3807,2168,2913,4089,2347,3464,2218.
2000,2336,2784,3569,2704,2850,2140,2791.
2432,3764,3992,2194,2728,2135,2883,2111.
3093,3453,2397,4084,2415,2967,2799,2220.
2921,2921,2132,3716,2087,2610,3862,3867.
3442,2399,2592,3968,3793,3735,3916,3726.
2312,2693,3743,2351,3032,2831,3805,3817.
3018,3652,3227,3566,4057,3493,3428,3016.
2319,2777,3109,3103,2270,3187,3862,2858.
2129,3678,2167,2199,2792,3346,2184,2840.
2514,3168,2611,2870,3260,2329,2799,2922.
3439,2097,3798,4081,2050,2336,3212,2467.
2732,3722,3698,2831,2960,2884,4023,2247.
2941,2162,2025,2820,3169,3571,2043,2046.
3937,2522,3172,3609,3791,3307,3629,2534.
2760,2026,3571,3906,2297,3313,3425,3475.
2345,3116,2130,2451,3007,3632,2090,2366.
2951,4038,2802,3654,2300,2494,3690,4075.
3123,3335,3512,3397,2043,3507,2540,2950.
2956,2216,3353,3573,3772,3951,3984,3102.
2315,2267,2254,3974,3753,2111,2404,3642.
3023,3440,3367,3174,2938,3254,2974,2733.
2635,3763,2986,3242,2082,2057,3480,2680.
3981,4072,3781,2620,2491,4002,4081,3015.
3126,3402,3836,3936,2149,2757,4082,2209.
3182,4076,2548,2677,2475,2064,2941,2516.
3888,3175,3618,3174,2939,2119,3563,2278.
2434,3746,3055,2498,4012,3782,3638,2134.
2692,3083,3517,2043,2106,3251,3576,3590.
2465,3466,2331,3277,3885,3241,2043,3211.
3364,3227,2312,2144,3131,2203,3144,3446.
2274,2360,2515,3326,2409,2897,2104,2523.
3237,3298,2261,2397,3861,3892,2556,2635.
3446,2668,3661,3476,2549,3403,2153,3539.
2833,4002,3513,3690,2084,2500,3351,4037.
2544,3295,2374,3609,2166,3182,2836,3353.
3807,3493,3583,2620,3285,3192,3434,2952.
3385,3093,3770,2504,2694,2992,2226,3146.
3431,3833,3584,3089,3724,2168,3281,3549.
3197,2929,2971,2396,2959,3070,3595,2495.
2780,3816,3231,3048,3502,3690,3689,2788.
2709,3809,3346,2117,2924,2237,2341,3734.
2598,2561,3638,2703,2879,4075,3934,2030.
3786,3462,2343,2666,2772,2209,3081,2242.
3786,2013,2747,3565,3223,4026,3325,2083.
2977,3456,2441,3441,2454,2520,2120,3371.
3185,3264,2820,3863,2615,2350,2307,3976.
3578,2806,2061,4053,2782,3211,2036,4085.
3177,2753,3003,2005,2111,2598,3168,3137.
2904,2731,3716,3182,2649,2649,2744,3882.
3435,2070,3286,2652,3223,2986,2592,2793.
2931,2078,3303,3355,2345,3884,3912,3000.
3836,2048,2746,2032,3233,2259,2137,2369.
3059,3636,3513,3074,3839,3925,3533,2505.
3217,3869,3159,2324,2664,2984,2290,3801.
3554,3014,2776,2916,4063,2448,3545,2803.
4052,2487,2891,3132,3206,2288,3024,2265.
2622,2643,2009,2036,3523,2954,3189,2279.
2239,2207,2606,2275,2426,2780,4032,2028.
2561,4023,2786,2913,3826,3687,4061,2090.
3414,2002,3699,2976,2061,3110,2283,2820.
4058,3649,3409,3970,3526,2085,2140,3841.
3769,2560,3617,3337,3464,2142,2460,3590.
2974,2719,3604,3078,2397,2294,3555,3947.
2538,3056,3775,3585,3328,4035,2570,3906.
3421,2347,2230,3144,2072,3048,2316,3499.
3059,2497,2486,3915,2958,3586,2881,2953.
2453,3961,2875,2605,2739,2916,2388,3714.
3227,3102,2339,3687,2121,3772,3725,2044.
3677,2286,3285,2880,3981,2884,3246,3275.
2239,3903,3580,3775,2232,3315,3251,2460.
917,785,102,893,709,717,436,727.
292,518,330,344,499,89,79,260.
851,407,221,552,606,326,703,847.
829,885,441,887,630,813,954,809.
787,278,387,879,275,166,390,328.
981,783,731,907,626,391,820,384.
964,715,39,980,31,382,814,853.
490,883,240,669,612,754,795,269.
203,729,951,677,121,730,247,80.
836,336,513,748,971,368,941,866.
614,678,907,738,742,284,640,403.
306,67,761,12,365,269,174,483.
36,860,762,815,152,77,343,992.
795,561,383,27,703,567,258,59.
646,798,659,108,557,592,386,971.
909,953,548,783,1,942,349,961.
632,903,556,422,864,678,793,795.
299,47,380,140,46,548,777,250.
827,394,202,208,959,134,860,285.
602,976,675,878,554,425,643,473.
334,178,997,205,108,303,938,459.
375,797,492,642,395,913,533,772.
830,142,953,886,219,684,741,84.
395,489,813,37,595,191,63,863.
218,239,900,143,426,387,315,895.
643,734,738,649,369,377,166,330.
758,46,137,12,760,521,922,358.
927,605,275,108,615,62,931,186.
308,280,112,930,624,86,956,835.
497,448,264,965,874,91,375,873.
875,314,424,33,688,606,259,12.
606,306,36,676,312,449,342,963.
926,488,759,659,446,859,905,668.
229,299,180,930,640,773,611,175.
333,57,961,12,795,456,502,466.
306,410,191,867,760,936,411,395.
677,286,77,156,544,851,781,406.
988,535,67,109,3,432,711,1.
406,850,174,564,988,868,472,731.
565,998,399,466,103,582,508,328.
755,376,137,583,115,973,233,991.
277,195,602,513,878,379,824,665.
668,880,618,977,766,995,695,988.
987,713,142,365,591,550,77,413.
688,160,750,455,333,959,970,661.
650,525,192,262,698,688,946,40.
968,338,666,771,351,889,668,224.
656,322,160,948,663,828,685,443.
154,229,408,299,965,976,213,387.
247,638,314,776,219,898,763,974.
124,429,309,346,778,810,336,729.
412,672,296,470,672,621,728,778.
702,907,521,874,168,855,458,97.
47,256,956,481,375,216,751,959.
868,739,679,962,423,302,502,35.
800,603,989,203,187,137,650,63.
428,631,961,471,533,278,49,302.
293,774,239,833,679,602,22,535.
151,71,593,982,831,587,582,422.
225,715,558,124,177,114,198,939.
553,745,234,152,389,58,264,796.
161,397,417,313,27,366,193,386.
176,75,137,990,295,190,346,549.
411,432,915,664,302,922,276,799.
947,49,578,599,332,517,866,681.
708,668,621,834,488,274,923,820.
392,389,737,27,438,953,138,740.
121,845,756,316,321,793,823,928.
613,393,755,31,289,698,5,560.
492,67,276,161,976,984,358,636.
963,182,815,44,192,82,160,71.
4,989,595,427,754,567,207,598.
368,978,377,135,882,930,879,126.
401,84,126,423,445,785,104,271.
192,215,234,285,320,847,314,712.
778,856,416,668,110,663,345,741.
228,679,485,387,498,881,241,284.
107,736,511,299,226,889,77,921.
120,740,64,138,282,898,816,515.
738,137,551,60,952,700,351,744.
549,118,973,992,593,787,180,798.
255,930,50,157,493,793,749,939.
728,640,34,768,274,211,736,549.
162,382,913,298,568,1,231,531.
712,176,149,4,112,571,632,986.
908,586,639,754,117,575,724,524.
831,137,358,688,93,75,869,45.
79,126,167,699,701,343,433,441.
407,214,234,47,847,966,402,64.
257,36,294,415,255,10,385,674.
684,218,692,95,269,99,768,9.
404,803,191,571,35,273,652,868.
627,557,703,203,151,276,887,851.
656,398,402,649,509,303,430,794.
727,321,508,259,308,763,730,97.
58,835,819,906,177,899,562,681.
804,527,669,678,709,812,429,586.
110,31,408,287,982,48,812,945.
159,60,338,269,126,588,118,762.
161,364,370,134,933,602,313,651.
3894,2171,2042,3349,2398,3039,3972,3028.
2447,3514,2343,3327,3772,2142,2662,3713.
2051,3108,3651,2582,2844,3288,3984,3012.
2252,2670,3222,4050,2936,3681,2921,3955.
3049,2177,3598,3569,2013,3406,3763,3495.
3485,2597,2716,2277,3789,3854,3259,2342.
2674,4028,3151,3876,3897,3609,3421,4030.
2956,3670,3819,2459,3030,2016,3744,2266.
2792,3806,3532,3058,2660,2775,3272,2207.
3704,3962,3606,2283,4029,3258,3447,3781.
3924,3860,3588,2077,3109,2239,3756,2299.
2039,3961,4000,3782,3344,3891,2453,4009.
3559,2487,2599,3780,3644,2895,4073,3436.
3936,2246,3613,3477,3498,3170,3699,2373.
2917,4018,3682,2031,3354,3076,3664,3803.
